,0
0,MTOR
1,ITPKC
2,TPR
3,APOBEC3G
4,RB1
5,BARD1
6,PIGR
7,BACH1
8,RAD51
9,RASGRP3
10,NAB1
11,MAPK1
12,PIAS1
13,MAX
14,BCL2
15,JAKMIP1
16,MYC
17,SMARCA4
18,WEE1
19,XRCC3
20,SP1
21,GDI1
22,CYP19A1
23,DHTKD1
24,TGFBR2
25,MSH6
26,CDC42
27,PLK1
28,DAG1
29,SMAD7
30,SMAD1
31,SMAD4
32,ESR1
33,HIPK2
34,CDH1
35,FILIP1
36,CCNB1IP1
37,ERAL1
38,ZMIZ1
39,AR
40,RALGAPA1
41,EP300
42,NFKB1
43,CREB1
44,NCOA3
45,CHEK2
46,CDK2
47,CERK
48,TAB1
49,PHB
50,PIK3R2
51,ATM
52,RAD50
53,GSK3A
54,MMP1
55,PKIA
56,PLK3
57,HDAC1
58,MSH2
59,NF1
60,CCND1
61,ATR
62,USP21
63,GADD45A
64,SMAD6
65,UBE2F
66,BMPR2
67,PAK1
68,CDC25A
69,NUP85
70,FOXO1
71,CHEK1
72,ARAF
73,NOXA1
74,RPP38
75,CDC25B
76,AKT1
77,STK11
78,MYCBP2
79,RAD54L
80,RAC1
81,MAP3K13
82,RHEB
83,BRAF
84,TSC2
85,ZNF655
86,PML
87,CDK4
88,IRS1
89,CASP3
90,RAP1A
91,AHR
92,IMPA1
93,USP15
94,GRN
95,ABL1
96,USP16
97,RRAS
98,STAT1
99,BID
100,CTNNB1
101,TFPI
102,VEGFA
103,ATF1
104,JUN
105,RALA
106,EGFR
107,ZMYND8
108,RHO
109,TP53
110,BAK1
111,KRAS
112,SMAD2
113,CDK7
114,USP38
115,EDAR
116,LGALS13
117,BAX
118,FER
119,CHUK
120,TSC1
121,DCAKD
122,CSNK1D
123,CASP8
124,BLM
125,FADD
126,TGFBR1
127,FAU
128,FOSL1
129,BRCA1
130,HMGCR
131,BMPR1A
132,ODC1
133,TRADD
134,ALKBH1
135,AURKA
136,PTEN
137,JAK1
138,E2F1
139,MDM2
140,CASP9
141,RASGEF1A
142,ANXA1
143,SIRT1
144,BAD
145,BRCA2
146,MYT1
